QBarcode,JobPA,JobPAAge,JobPAYrs,JobPATyp,UsualPA,Walk,WalkYrs,WalkDays,WalkMin,WalkPace,Wgts,WgtsYrs,WgtsDays,WgtsMin,Yoga,YogaYrs,YogaDays,YogaMin,MldX,MldXYrs,MldXDays,MldXHrs,ModX,ModXYrs,ModXDays,ModXMin,ModX1,ModX2,ModX3,ModX4,ModX5,ModX6,ModX7,ModX8,ModX9,ModXO,XDays18,XDays30,XDays45,XDays60
1824,1,19,30,HOUSEOWRK,5,1,4,3,3,2,0,66,66,66,1,1,1,3,0,66,66,66,1,99,99,99,0,0,0,0,1,0,0,0,0,0,2,1,3,3
1825,1,40,23,NURSES AIDE,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1829,0,666,666,,4,1,1,2,1,3,1,1,2,3,0,66,66,66,1,1,1,2,1,2,1,4,1,0,0,0,0,0,1,0,0,0,3,3,2,66
1832,99,999,999,OFFICE,5,1,4,3,2,1,0,66,66,66,0,66,66,66,1,4,2,2,1,3,1,3,99,99,99,99,99,99,99,99,99,88,3,2,2,3
1834,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,99,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
1840,0,666,666,,4,1,2,99,99,99,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,3,0
1846,0,666,666,,2,1,1,1,1,2,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
1849,0,666,666,,4,1,2,2,2,2,0,66,66,66,0,66,66,66,1,3,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,2,2
1850,1,21,3,LABOR,5,1,3,3,3,3,1,3,2,2,1,4,2,1,1,4,1,1,1,4,2,2,0,0,0,1,0,0,0,1,1,0,3,2,2,66
1856,1,16,3,FOOD SERVICE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,66,66
1861,1,54,5,VARIETY STORE,4,1,4,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,1,99,99,3,0,0,0,0,1,0,0,0,0,0,0,0,2,3
1864,1,19,26,LUMBERYARD,2,1,4,3,4,1,1,2,1,1,0,66,66,66,1,1,1,1,1,4,1,1,99,99,99,1,99,99,1,99,1,99,4,3,2,66
1866,0,666,666,,5,1,3,2,1,1,0,66,66,66,0,66,66,66,1,1,1,2,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,99
1867,0,666,666,,2,1,4,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,2,0
1868,0,666,666,,2,1,3,2,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1870,0,666,666,,5,1,1,1,1,1,1,2,2,2,0,66,66,66,1,2,2,3,1,2,2,2,1,0,0,0,0,1,0,0,1,0,3,2,2,4
1871,0,666,666,,3,1,1,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,1,1,2,1,1,0,0,0,0,0,0,0,0,0,99,99,99,2
1875,0,666,666,,4,1,1,1,3,3,1,1,1,3,0,66,66,66,0,66,66,66,1,4,1,4,1,0,0,0,0,0,0,0,0,88,0,0,0,0
1876,1,33,15,BINDERY PRINT,3,1,2,3,4,2,0,66,66,66,0,66,66,66,1,1,1,1,1,2,2,4,0,1,0,0,1,0,0,0,0,0,4,4,2,0
1879,0,666,666,,2,1,4,1,2,2,1,1,2,3,1,1,1,4,0,66,66,66,1,1,1,4,1,0,0,0,0,0,0,0,0,88,2,1,66,66
1884,1,14,50,CARPENTER,4,1,4,2,2,2,0,66,66,66,0,66,66,66,1,4,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,3
1885,0,666,666,,4,1,4,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,1,0,0,0,1,0,0,1,0,0,0,3,3,2,66
1886,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1891,1,19,40,SALES CLERK,2,1,4,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,99,99,99
1892,0,666,666,,2,1,2,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,0,0
1900,1,66,2,LUMBER,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1908,0,666,666,,3,1,4,2,2,2,1,2,2,2,0,66,66,66,0,66,66,66,1,4,2,3,0,0,0,0,0,0,0,0,0,88,2,0,2,66
1913,1,19,1,PLASTICS FACTORY,2,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,66
1916,1,23,20,FACTORY,4,1,4,3,2,3,1,3,2,1,0,66,66,66,1,2,1,2,1,4,1,4,1,0,0,0,0,0,0,0,0,0,2,2,66,66
1919,99,999,999,,99,99,99,99,99,99,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,66
1924,1,39,4,HAIRDRESSING,3,1,99,2,1,99,0,66,66,66,0,66,66,66,1,99,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,2
1930,0,666,666,,4,1,4,3,4,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,66
1931,0,666,666,,4,1,3,2,3,2,1,3,2,2,0,66,66,66,0,66,66,66,1,1,2,3,0,0,0,0,0,0,0,0,0,88,0,0,2,66
1932,1,55,7,SCHOOL CLEAN,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1938,1,18,31,CONSTRUCTION,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,2,1,3,1,2,3,4,0,0,0,0,0,0,0,0,0,88,3,3,2,66
1939,1,25,25,REPAIR,3,1,2,3,2,2,1,2,2,1,0,66,66,66,1,3,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,2
1942,0,666,666,,2,1,2,1,1,2,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,1
1944,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1951,1,13,50,TRUCKING,5,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,1,99,99,99,0,0,0,0,0,0,0,0,0,0,99,99,99,4
1952,1,24,20,CARPENTRY,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
1954,1,17,47,LANDSCAPING,5,1,4,3,4,99,0,66,66,66,0,66,66,66,1,4,3,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
1957,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,2,2,1
1968,0,666,666,,5,0,66,66,66,66,1,2,2,2,0,66,66,66,0,66,66,66,1,4,2,2,0,0,1,0,0,0,0,0,0,0,3,2,3,3
1972,1,16,8,SHIPPING ROOM,3,1,1,1,99,1,0,66,66,66,99,99,99,99,0,66,66,66,1,99,99,99,99,99,99,99,99,99,99,99,99,88,99,2,3,1
1976,0,666,666,,3,1,2,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,1
1978,0,666,666,,4,1,4,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
1979,99,999,999,,4,1,99,3,2,2,0,66,66,66,0,66,66,66,1,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,2,1
1984,1,34,7,STOCK,3,1,99,1,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
1985,1,21,31,AUTO WORKER,5,1,99,99,99,99,1,99,99,99,1,99,99,99,1,99,99,99,1,99,99,99,0,0,0,0,0,0,0,0,0,0,2,2,0,66
1988,1,20,38,PERSONNEL AID,5,1,1,2,2,1,0,66,66,66,0,66,66,66,1,2,1,1,1,4,2,1,0,0,0,0,1,0,0,0,0,0,3,3,2,66
1990,1,19,30,NURSES AIDE,5,1,99,99,1,99,0,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66
1993,0,666,666,,3,1,4,2,2,2,0,66,66,66,0,66,66,66,1,3,2,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,3,66
1994,0,666,666,,5,1,4,2,2,2,1,2,1,99,0,66,66,66,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,4,3,3,66
1995,0,666,666,,5,1,4,2,99,99,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,2,66
1996,1,20,50,STEEL WORKER,5,1,2,3,4,99,0,66,66,66,0,66,66,66,1,4,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2001,1,16,47,CONSTRUCTION,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
2006,0,666,666,,99,0,66,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,66,66
2008,1,15,30,PHYSICAL,4,1,4,3,4,2,0,66,66,66,0,66,66,66,1,3,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
2015,0,666,666,,5,1,4,3,4,3,1,4,2,1,0,66,66,66,0,66,66,66,1,4,3,4,0,0,0,1,0,0,0,0,0,0,2,3,3,4
2021,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,66,66
2022,1,18,34,WAREHOUSE WORKER,3,1,1,2,1,1,0,66,66,66,0,66,66,66,1,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,88,4,3,1,66
2023,0,666,666,,4,1,1,1,1,1,0,66,66,66,0,66,66,66,1,4,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,0
2024,1,20,30,LABOR,3,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
2028,0,666,666,,3,1,1,2,1,2,1,2,99,99,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
2030,0,666,666,,2,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,66
2031,1,16,25,SALES,4,1,1,2,1,1,0,66,66,66,0,66,66,66,1,4,3,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,2,66
2032,1,11,55,RN,4,1,4,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,4
2033,1,23,1,DELIVERY,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,66,66
2036,1,16,6,MILITARY,5,1,4,2,2,3,1,4,2,2,0,66,66,66,0,66,66,66,1,4,3,2,0,0,0,1,0,0,0,0,0,0,3,3,66,66
2038,0,666,666,,3,1,1,3,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,66
2039,1,35,25,CAFETERIA COOK,4,1,4,99,1,99,0,66,66,66,0,66,66,66,99,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,99,99,99
2041,0,666,666,,4,1,4,2,2,2,0,66,66,66,1,4,1,2,1,4,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0,88,3,2,99,66
2044,1,22,40,WAITRESS,99,0,66,66,66,66,0,66,66,66,1,99,99,99,1,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2045,1,19,12,DIETARY AIDE,2,1,1,3,1,99,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,0,66
2048,1,35,10,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,0,0
2050,1,17,34,POTTERY,5,1,99,3,3,3,1,2,2,1,0,66,66,66,0,66,66,66,1,4,3,4,0,0,0,0,0,0,0,0,1,88,1,2,4,66
2051,1,20,28,,4,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,2,1,1,0,0,0,0,0,0,0,0,0,88,99,2,3,66
2052,0,666,666,,4,1,4,3,3,2,0,66,66,66,0,66,66,66,1,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,3
2053,1,16,29,SERVER,4,1,4,3,4,1,1,4,2,2,0,66,66,66,1,2,1,2,1,2,1,2,1,0,0,0,0,0,1,0,0,0,4,3,3,66
2057,1,19,45,LINEMAN,4,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,4
2058,1,18,59,MAINT,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,0
2064,1,27,5,CONSTRUCTION,4,1,2,99,3,2,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,0,66
2065,1,16,50,ELECTRICAL,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,4,0,0,0,0,0,0,1,0,1,0,1,1,1,2
2066,1,18,20,INSPCTOR,2,1,2,1,1,2,0,66,66,66,0,66,66,66,1,3,1,3,1,2,1,2,0,0,0,0,0,0,1,0,0,0,2,2,2,1
2072,1,999,999,,4,1,4,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,0,66
2073,1,18,10,FACTORY,2,1,1,1,1,2,1,1,1,1,0,66,66,66,1,3,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,2,2,66
2077,1,54,9,MAINTENANCE,4,1,4,2,3,2,0,66,66,66,0,66,66,66,1,4,1,99,1,2,1,4,0,0,0,0,0,1,0,0,0,88,3,2,2,4
2079,1,18,50,MAINT,4,1,4,2,2,1,0,66,66,66,0,66,66,66,1,4,1,3,1,4,1,1,1,0,0,0,0,1,1,0,0,88,4,4,3,3
2080,1,28,20,NURSING,2,1,1,3,1,2,0,66,66,66,0,66,66,66,1,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,88,2,3,1,66
2082,1,20,38,FACTORY,5,1,4,3,4,2,0,66,66,66,0,66,66,66,1,2,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,0
2083,1,999,999,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2085,1,23,44,MINED DROVE,4,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2086,1,8,62,WALKING,4,1,1,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,0,0
2088,1,18,30,LINEMAN,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,2,3,1,4,1,1,0,0,0,0,0,0,0,0,0,88,4,2,1,66
2089,0,666,666,,4,1,4,2,4,3,0,66,66,66,1,1,1,4,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,2,3
2091,1,20,5,WAREHOUSE,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,66,66
2093,1,18,21,NURSING,3,1,1,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
2094,1,45,20,STEEL PRODUCT,4,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1
2097,0,666,666,,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
2100,1,12,40,PAPERBOY FIREFIGHTER,5,1,4,2,4,2,0,66,66,66,0,66,66,66,1,1,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,4,3,66
2101,0,666,666,,3,1,4,1,3,2,1,2,1,99,0,66,66,66,1,4,1,2,1,4,2,2,0,0,0,0,1,0,0,0,0,0,3,3,66,66
2103,1,18,38,LIFTING PARTS,4,1,1,2,4,3,1,4,2,4,0,66,66,66,0,66,66,66,1,2,1,2,0,0,0,0,0,0,0,0,0,88,1,2,2,2
2107,1,28,19,PERSONAL CARE,4,1,4,2,3,1,1,1,2,2,0,66,66,66,0,66,66,66,1,4,1,2,1,0,0,0,0,0,1,0,0,0,0,1,2,66
2108,0,666,666,,3,1,4,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2113,1,18,38,MACHINIST,5,1,3,2,1,1,0,66,66,66,0,66,66,66,1,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,1,0,66
2114,1,14,47,EVERYTHING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
2115,1,26,35,PIPEFITTER,4,1,4,2,2,2,1,4,2,2,0,66,66,66,1,4,3,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,3
2116,1,16,3,PLUMBING,4,1,4,1,2,3,1,4,1,1,0,66,66,66,1,2,1,2,1,4,1,2,0,0,0,1,0,0,0,0,0,0,1,1,2,66
2117,1,17,31,WALKING,4,1,1,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,1,1,0,0,0,0,0,0,0,0,0,4,3,2,66
2123,1,15,10,CAKE DECORATING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,2,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,66,66
2125,1,18,20,LABOR,3,1,4,1,1,1,0,66,66,66,0,66,66,66,1,4,1,3,1,1,1,1,99,99,99,99,99,1,99,1,99,99,2,1,1,66
2126,0,666,666,,3,1,4,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2
2131,1,16,22,SCHOOL GUARD,2,1,2,2,4,2,1,2,2,3,0,66,66,66,0,66,66,66,1,2,2,3,0,1,0,0,0,0,1,0,0,0,0,3,3,66
2135,0,666,666,,4,1,2,1,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,1,99
2140,1,16,2,WAITRESSING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,66,66
2143,99,999,999,,99,1,2,2,2,3,99,99,99,99,1,99,1,4,99,99,99,99,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66
2145,1,18,32,HOSPITAL NURSE,4,1,4,3,3,3,1,4,2,1,0,66,66,66,0,66,66,66,1,2,1,2,0,0,0,0,0,0,0,0,0,88,4,4,4,66
2149,1,16,12,FACTORY,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
2154,0,666,666,,4,1,3,3,1,1,0,66,66,66,0,66,66,66,1,2,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,1
2160,0,666,666,,1,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,2,0,66
2165,0,666,666,,5,0,66,66,66,66,1,4,2,1,0,66,66,66,0,66,66,66,1,4,2,2,0,0,0,1,0,0,0,1,0,0,3,3,3,66
2168,0,666,666,,1,1,1,1,2,1,0,66,66,66,0,66,66,66,1,1,1,1,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,66,66
2169,1,16,14,NURSING,3,1,2,1,2,2,1,1,1,1,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,2,66
2171,0,666,666,,5,1,4,2,1,2,1,4,2,2,0,66,66,66,1,4,2,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0,3,4,66,66
2172,1,18,36,POLICE,4,1,4,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,1
2173,0,666,666,,3,1,2,1,2,3,1,2,1,1,0,66,66,66,0,66,66,66,1,3,1,4,0,0,0,0,0,0,0,1,0,0,1,1,2,66
2176,0,666,666,,5,1,4,3,3,1,0,66,66,66,1,4,3,2,0,66,66,66,1,4,3,4,1,0,0,0,0,0,1,0,0,0,2,3,2,2
2177,1,16,29,MAINT,3,1,4,2,2,1,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,66
2179,0,666,666,,4,1,3,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2180,1,18,20,LIFTING,4,1,3,2,2,3,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,66
2182,1,38,14,NURSING,3,1,2,1,2,2,1,1,1,1,0,66,66,66,0,66,66,66,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,2,66
2183,0,666,666,,4,1,1,3,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
2187,0,666,666,,3,1,3,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
2188,1,32,23,FUEL DELIVERY,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,1,66
2190,1,24,13,CLEANING,4,1,3,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,66,66
2195,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,4,4,4
2200,1,18,20,STORE CLERK,3,1,2,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
2202,0,666,666,,5,1,4,3,2,3,0,66,66,66,0,66,66,66,1,3,1,99,1,1,99,99,0,0,1,0,0,0,0,0,0,0,0,4,4,0
2204,0,666,666,,4,1,3,99,99,99,1,1,99,99,0,66,66,66,0,66,66,66,1,1,2,2,1,0,0,1,0,0,0,0,0,0,1,2,2,2
2207,1,22,24,WELDING,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
2209,1,16,4,LABOR,5,1,3,1,3,2,1,2,1,2,0,66,66,66,0,66,66,66,1,3,1,3,0,0,0,0,1,0,0,0,1,0,2,3,3,66
2215,1,17,2,LOAD TRUCKS,5,1,2,1,1,3,0,66,66,66,0,66,66,66,0,66,66,66,1,2,3,2,0,0,0,1,0,0,0,0,0,0,3,2,3,3
2218,0,666,666,,1,1,1,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
2219,0,666,666,,4,1,1,2,1,3,0,66,66,66,0,66,66,66,0,66,66,66,1,99,99,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2224,1,37,11,PACKING,4,1,1,2,2,2,1,4,2,2,0,66,66,66,0,66,66,66,1,4,2,2,0,1,0,0,0,0,0,0,0,88,2,2,2,66
2225,0,666,666,,4,1,1,3,1,1,1,2,2,2,0,66,66,66,0,66,66,66,1,1,1,1,1,0,0,0,0,0,0,0,0,88,2,2,3,66
2228,0,666,666,,3,1,1,3,2,3,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,0
2229,0,666,666,,3,1,3,2,2,2,1,3,2,1,0,66,66,66,0,66,66,66,1,3,2,2,1,99,1,99,99,99,99,99,99,99,0,0,0,0
2230,1,32,20,MEAT WRAPPER,5,1,3,2,2,2,1,2,2,1,1,3,2,1,1,1,1,3,1,3,99,1,1,0,1,0,0,0,0,0,0,0,2,2,2,2
2237,1,18,30,STOCK,3,1,4,2,2,1,0,66,66,66,0,66,66,66,1,4,1,3,1,4,1,1,1,0,0,0,1,0,0,0,0,0,2,2,1,66
2238,1,17,33,LIFTING,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,0,66
2246,1,16,3,FARMING,3,1,2,2,3,3,1,2,1,2,0,66,66,66,1,2,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,3,66
2250,0,666,666,,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0
2265,0,666,666,,3,1,3,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,3
2268,1,65,65,SALES CLERK,99,99,99,99,99,99,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,0,0
2269,1,57,0,NURSING,3,1,2,1,3,2,1,2,2,2,0,66,66,66,0,66,66,66,1,1,2,3,0,0,1,0,0,0,0,0,0,0,2,2,4,66
2270,1,26,8,NURSING,5,1,1,2,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,66,66
2271,1,18,7,WAITRESS,4,1,4,3,2,2,1,4,2,1,1,1,1,2,0,66,66,66,1,1,1,2,0,0,1,1,0,0,0,0,0,0,2,3,66,66
2274,1,47,11,RETAIL,1,1,1,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,2,0
2275,0,666,666,,5,1,4,3,2,2,0,66,66,66,0,66,66,66,1,4,2,2,1,4,1,1,1,0,0,0,0,0,0,0,0,88,4,4,2,66
